lam_CV,mu_CV,lam_CVsq,mu_CVsq,lam_kurt,mu_kurt,Response time
3.0382052858160975,2.3816039353633647,9.230691358760875,5.672037304938265,30,30,[1.67429005]
3.0382052858160975,2.5663407332544104,9.230691358760875,6.586104759160785,30,30,[1.77542271]
3.0382052858160975,2.60011127509556,9.230691358760875,6.76057864287906,30,30,[1.79444404]
3.0382052858160975,2.9588712017205587,9.230691358760875,8.754918788371263,30,30,[2.00246286]
3.0382052858160975,2.9528527156600095,9.230691358760875,8.719339160380693,30,30,[1.99890314]
3.0382052858160975,2.982157438613533,9.230691358760875,8.893262988678028,30,30,[2.01625495]
3.0382052858160975,3.5592864389290373,9.230691358760875,12.668519954344147,30,30,[2.36728112]
3.0382052858160975,3.557137531516087,9.230691358760875,12.653227418120363,30,30,[2.36594111]
3.0382052858160975,3.0672595031143928,9.230691358760875,9.408080859445551,30,30,[2.06691229]
3.0382052858160975,3.5673493977378676,9.230691358760875,12.725981725540727,30,30,[2.37231126]
3.0382052858160975,2.4249844054063865,9.230691358760875,5.880549366464166,30,30,[1.69748994]
3.0382052858160975,2.8693704757867273,9.230691358760875,8.23328692731655,30,30,[1.94974236]
3.0382052858160975,2.7699026013492216,9.230691358760875,7.672360420961185,30,30,[1.89173259]
3.0382052858160975,3.3200994198394014,9.230691358760875,11.02306015761793,30,30,[2.21966828]
3.0382052858160975,2.8342761311303035,9.230691358760875,8.033121187494961,30,30,[1.92920139]
3.0382052858160975,2.424214090251213,9.230691358760875,5.876813955372516,30,30,[1.69707446]
3.0382052858160975,2.630639716409533,9.230691358760875,6.9202653175512285,30,30,[1.81174507]
3.0382052858160975,2.5468045393918928,9.230691358760875,6.486213361867151,30,30,[1.7644801]
3.0382052858160975,3.909078589079312,9.230691358760875,15.280895415598305,30,30,[2.58890964]
3.0382052858160975,2.2918847033144947,9.230691358760875,5.252735493286969,30,30,[1.6278686]
3.0382052858160975,3.8225930463236804,9.230691358760875,14.612217597802154,30,30,[2.53344988]
3.0382052858160975,2.9734347108591135,9.230691358760875,8.84131397974182,30,30,[2.01108507]
3.0382052858160975,3.5043651241840306,9.230691358760875,12.280574923597356,30,30,[2.33311333]
3.0382052858160975,2.575167153401432,9.230691358760875,6.631485867957634,30,30,[1.78038166]
3.0382052858160975,3.81818347253765,9.230691358760875,14.578525029959666,30,30,[2.53063409]
3.0382052858160975,3.945969799232565,9.230691358760875,15.570677656455489,30,30,[2.61270325]
3.0382052858160975,3.0084212677496867,9.230691358760875,9.050598524248631,30,30,[2.03184661]
3.0382052858160975,4.116975078272669,9.230691358760875,16.94948379511825,30,30,[2.72408121]
3.0382052858160975,2.56728929044474,9.230691358760875,6.590974300832256,30,30,[1.7759552]
3.0382052858160975,2.751719947553417,9.230691358760875,7.571962669763381,30,30,[1.88120148]
3.0382052858160975,3.2462790312687155,9.230691358760875,10.53832754885495,30,30,[2.17472421]
3.0382052858160975,2.696791689769961,9.230691358760875,7.272685418012321,30,30,[1.84953989]
3.0382052858160975,3.4102648224454035,9.230691358760875,11.629906159208579,30,30,[2.27495293]
3.0382052858160975,2.8277559523249365,9.230691358760875,7.996203725909108,30,30,[1.92539374]
3.0382052858160975,2.3040339275402957,9.230691358760875,5.30857233925676,30,30,[1.63400701]
3.0382052858160975,3.2234886804744054,9.230691358760875,10.390879273146624,30,30,[2.16090622]
3.0382052858160975,2.369350583121256,9.230691358760875,5.613822185737036,30,30,[1.66781576]
3.0382052858160975,2.5280886572714425,9.230691358760875,6.391232259024525,30,30,[1.7540422]
3.0382052858160975,2.821655034779445,9.230691358760875,7.9617371352961905,30,30,[1.92183343]
3.0382052858160975,3.3000135956935033,9.230691358760875,10.890089731761964,30,30,[2.20741119]
3.0382052858160975,3.308627352227609,9.230691358760875,10.947014955908678,30,30,[2.21266502]
3.0382052858160975,2.669260484605809,9.230691358760875,7.124951534678037,30,30,[1.83376259]
3.0382052858160975,2.5099106185028877,9.230691358760875,6.299651312873548,30,30,[1.74394994]
3.0382052858160975,2.577158481756647,9.230691358760875,6.641745840090225,30,30,[1.78150171]
3.0382052858160975,2.6328181986661914,9.230691358760875,6.931731667227889,30,30,[1.81298325]
3.0382052858160975,2.664718133555372,9.230691358760875,7.100722731298824,30,30,[1.83116589]
3.0382052858160975,3.827549164252813,9.230691358760875,14.650132604772407,30,30,[2.53661604]
3.0382052858160975,3.565613267893659,9.230691358760875,12.7135979761793,30,30,[2.37122786]
3.0382052858160975,2.3785049826183813,9.230691358760875,5.657285952340466,30,30,[1.67264915]
3.0382052858160975,2.3413383606150364,9.230691358760875,5.481865318887507,30,30,[1.65316215]
3.0382052858160975,2.1496797548236475,9.230691358760875,4.621123048298657,30,30,[1.56116076]
3.0382052858160975,3.988121181966631,9.230691358760875,15.905110562050918,30,30,[2.63999013]
3.0382052858160975,3.0048476025407926,9.230691358760875,9.02910911449515,30,30,[2.02972286]
3.0382052858160975,2.2381416568040766,9.230691358760875,5.0092780759216975,30,30,[1.60141441]
3.0382052858160975,2.5401531546428298,9.230691358760875,6.452378049041919,30,30,[1.76076544]
3.0382052858160975,2.5508575353724163,9.230691358760875,6.506874165766238,30,30,[1.76674637]
3.0382052858160975,2.877098161703036,9.230691358760875,8.27769383207499,30,30,[1.95427565]
3.0382052858160975,4.0752714149300076,9.230691358760875,16.607837105345627,30,30,[2.69675253]
