coeffIAT_sq,coeffST_sq,lam_kurt,mu_kurt,Response time
16,1.21,99.89441941470507,22.0962230819335,2.36208250654581
16,1.21,112.88604656951924,15.601684667665207,2.11427618968107
16,1.21,76.91660295444048,20.37904436811926,3.56951459160718
16,1.21,51.16968477469082,13.189414157527679,9.52040792346341
16,1.21,116.80794428756712,16.16185931346069,2.06052195416683
16,1.21,52.04986011670326,12.225990772936912,9.20200934830447
16,1.21,86.24503216501009,10.057206066366508,2.88597739909327
16,1.21,51.493561901673154,10.339179902858303,9.40301841312728
16,1.21,202.57630280707016,13.097416327200087,1.62914044078075
16,1.21,78.67745671077162,12.744155785069301,3.41353310841946
16,1.21,231.404882533267,12.687395149980022,1.58076943706041
16,1.21,357.59298605005586,14.751646185554161,1.47663923311201
16,1.21,84.00746668895549,14.713767153136228,3.00884416972618
16,1.21,404.01541342950253,13.499432698443936,1.45682289033723
16,1.21,93.51593892041112,10.287450362933402,2.56387935088219
16,1.21,267.3872029120371,13.726543216045872,1.53871839097097
16,1.21,61.00598345754064,11.19262714205975,6.39948035556430
16,1.21,209.9825703021469,9.687656467991241,1.61539150335881
16,1.21,391.73815978503603,10.201783028509919,1.46169441996043
16,1.21,114.28765105800971,13.787913236416063,2.09512656598187
16,1.21,348.4425695455353,11.156512403865044,1.48140110108039
16,1.21,92.84919695390352,35.5395497427245,2.57021583004234
16,1.21,169.13249996734612,12.704471545164875,1.71683326633493
16,1.21,68.9156042509647,10.656943884841546,4.66915138414410
16,1.21,51.372531245580454,9.516145341392402,9.44731083301126
16,1.21,70.27968859971546,17.118297177835693,4.42661444568826
16,1.21,60.93975933169839,20.952652493542203,6.40506456494770
16,1.21,111.77201905818355,14.499368696281351,2.13151238529098
16,1.21,451.8195532938718,18.192965909149468,1.44086122038901
16,1.21,76.53020819285591,9.48132359382482,3.63089739347569
16,1.21,103.28451276291747,13.399304421904507,2.28749978619455
16,1.21,66.28861347660148,13.092492794184846,5.15732489558676
16,1.21,66.35886668386952,9.969073224913064,5.15274185498685
16,1.21,110.3481173930686,11.748702949913675,2.15560669283052
16,1.21,67.68344409552704,10.297649968209537,4.89314414896827
16,1.21,49.33042552403155,11.768681218365895,10.2086946626063
16,1.21,48.28891003206644,12.655481912148426,10.6115254453712
16,1.21,117.06103832305318,9.831481476297341,2.06060209753471
16,1.21,222.00452827620737,21.80380518117924,1.59400932623764
16,1.21,117.00988496407598,11.614254027441723,2.06012622470706
16,1.21,276.1744116740345,10.11121372889485,1.53076817540780
16,1.21,88.83734189481247,40.2022857422918,2.73198504440467
16,1.21,106.99812443104737,9.774235182089852,2.21555567195675
16,1.21,159.86718034644537,9.555533535736235,1.75221657919472
16,1.21,75.10477593313608,21.877469655779887,3.76315787082580
16,1.21,144.02157154172068,42.91656872728283,1.82384529552503
16,1.21,94.51559640758207,20.244122949471564,2.51985118661839
16,1.21,70.15097850389327,10.761886874523412,4.46203831672227
