q,mu1,mu2,coeffIAT_sq,coeffST_sq,lam_kurt,mu_kurt,Response time
0.8400523305151706,1.1646783203806448,0.5738529534298457,16,1.21,75.05406379960564,16.07857439342402,4.16745609487984
0.47372825285516007,1.518683274756815,0.764855982902904,16,1.21,75.05406379960564,12.177952559800161,4.18042131092212
0.6668026441400744,1.2971155943032135,0.6856839704065175,16,1.21,75.05406379960564,13.62676509524372,4.17457970137641
0.8480675033875517,1.1589537935284462,0.5663895414282943,16,1.21,75.05406379960564,16.27661707604405,4.16697941648009
0.6072159697814026,1.3524759823067096,0.7128129219011958,16,1.21,75.05406379960564,13.121527445686457,4.17642951762702
0.3102102213491189,1.9349763946143825,0.821488630732235,16,1.21,75.05406379960564,11.100740993193922,4.18622770461758
0.9086652618708004,1.114495671029065,0.4945438853074934,16,1.21,75.05406379960564,18.55377538176938,4.16220886663370
0.5350237334740243,1.4328311854183977,0.7420661231035459,16,1.21,75.05406379960564,12.590572527475237,4.17857736226736
0.8524448919128287,1.1558223316742087,0.5621627277687414,16,1.21,75.05406379960564,16.39142864358374,4.16670833917366
0.4163624019057196,1.6224439033074995,0.7851204596609199,16,1.21,75.05406379960564,11.805068275054698,4.18224710535504
0.9024085130056141,1.1192708205918285,0.5036896680976038,16,1.21,75.05406379960564,18.21894447909753,4.16283983905137
0.8105495456823232,1.1857586231347468,0.5987128866637433,16,1.21,75.05406379960564,15.458007732702347,4.16903011154841
0.13481087879765818,5.5833226018961915,0.8865962341320963,16,1.21,75.05406379960564,9.600303453170223,4.19898842395850
0.5218973879460037,1.449576775983872,0.7470753925411235,16,1.21,75.05406379960564,12.500109170157838,4.17896738840931
0.2884812848071828,2.036228357402911,0.8289612423991886,16,1.21,75.05406379960564,10.947265767067229,4.18721127110366
0.35784389296761177,1.7670291438748011,0.8052231282671503,16,1.21,75.05406379960564,11.423227503168558,4.18430655239333
0.4373471893452885,1.5811215564052805,0.7777954405333527,16,1.21,75.05406379960564,11.94090491967209,4.18156262152974
0.2372800721386682,2.386409553751217,0.8469299491992475,16,1.21,75.05406379960564,10.561130630531098,4.18992545002089
0.20046311084126578,2.8339663035834253,0.8603978945582446,16,1.21,75.05406379960564,10.252958744240429,4.19239652281006
0.2292183952099428,2.4642925309298325,0.8498292389082049,16,1.21,75.05406379960564,10.49625565959866,4.19042040656192
0.4899088929440669,1.493973681899484,0.7589776055241925,16,1.21,75.05406379960564,12.284768522716892,4.17992748375725
0.6907670687826576,1.2768231887228623,0.6737166695492058,16,1.21,75.05406379960564,13.856428879067881,4.17379236360189
0.20980088153028387,2.6944566905953913,0.8569224332381222,16,1.21,75.05406379960564,10.33418300914022,4.19171435191743
0.9908154943611902,1.0322026121315206,0.22906332265331625,16,1.21,75.05406379960564,48.70620852528189,4.13720169534258
0.3403627662784513,1.8218371250342427,0.8111862310314246,16,1.21,75.05406379960564,11.306657789773709,4.18497989076926
0.499798734964928,1.4796565625871876,0.7553402785173035,16,1.21,75.05406379960564,12.350678231964554,4.17962872116806
0.7985319227227434,1.1944027605188092,0.6078599499676596,16,1.21,75.05406379960564,15.243163768001425,4.16960597399337
0.2888085798870844,2.0345487427053413,0.8288482103073411,16,1.21,75.05406379960564,10.949615632679938,4.18719583963589
0.22549353251988336,2.5033638698574525,0.8511772930529711,16,1.21,75.05406379960564,10.465825724567246,4.19065693083924
0.8136072316097199,1.1835670081077374,0.5963035584701843,16,1.21,75.05406379960564,15.51572900422151,4.16887823815191
0.27301389382191943,2.122097880532662,0.8343242849890798,16,1.21,75.05406379960564,10.83470199894938,4.18796486074579
0.5177578771438879,1.4550235674489091,0.7486390051724656,16,1.21,75.05406379960564,12.471862490615768,4.17909074086234
0.23514115895518672,2.406243605367339,0.8476968455883613,16,1.21,75.05406379960564,10.544045353683089,4.19005459796679
0.42678571308634417,1.6013658877373205,0.7814926773304012,16,1.21,75.05406379960564,11.872519365146815,4.18190430132015
0.6182812093010139,1.3415774004955472,0.7080160371099161,16,1.21,75.05406379960564,13.209632416386238,4.17609437012134
0.38696227444051357,1.6887705872683252,0.7952630733797346,16,1.21,75.05406379960564,11.614320237721115,4.18324947877560
0.16017516659655218,3.875648395299202,0.8760299341596951,16,1.21,75.05406379960564,9.872065164880734,4.19596183016346
0.9471330787022121,1.0829030966374105,0.42166712248933413,16,1.21,75.05406379960564,21.925181258269145,4.15682018476246
0.15180245526842717,4.272698752567037,0.8794428031786999,16,1.21,75.05406379960564,9.78549010867652,4.19687412416539
0.6730202693089461,1.29175746200349,0.6826460604455349,16,1.21,75.05406379960564,13.68459970923904,4.17437848224286
0.09638373645720055,127.66544335832481,0.9042989832560426,16,1.21,75.05406379960564,9.127507701518079,4.20586780836095
0.6925194811185812,1.2753756826909088,0.6728129092984891,16,1.21,75.05406379960564,13.873982697317345,4.17373344635894
0.5672772953659889,1.3947196027235005,0.7293884218030704,16,1.21,75.05406379960564,12.8197580632866,4.17762189900465
0.6679481057194149,1.2961233059001944,0.6851276504094982,16,1.21,75.05406379960564,13.637333794859305,4.17454277863870
0.45382712127273417,1.5515408934729438,0.7719767918668645,16,1.21,75.05406379960564,12.047892434040655,4.18103946670106
0.9822999187920963,1.045475128012068,0.29291544729553587,16,1.21,75.05406379960564,34.26358141410891,4.14490397621658
0.5499066452860775,1.4147429392899638,0.7362854681489509,16,1.21,75.05406379960564,12.694989568184328,4.17813640195934
0.7948197848420369,1.1970847135266431,0.6105879025717424,16,1.21,75.05406379960564,15.180353692923564,4.16977757180387
0.7334535078617357,1.2427634579977695,0.6503981322148691,16,1.21,75.05406379960564,14.320417463119545,4.17229089490658
0.20457407301364705,2.769726015800388,0.8588621386781539,16,1.21,75.05406379960564,10.289001343554236,4.19209086555762
0.7439625596346805,1.2347128160202159,0.6441824632521777,16,1.21,75.05406379960564,14.448461381916424,4.17189579317636
0.34190479080149117,1.8167241938538876,0.8106602652065805,16,1.21,75.05406379960564,11.317011672417728,4.18491915879103
0.6836504930685603,1.282750479816217,0.6773451690574838,16,1.21,75.05406379960564,13.786260925488186,4.17402963079702
0.47025250904829485,1.5242156080896876,0.7661078407672298,16,1.21,75.05406379960564,12.155146725154534,4.18052833730130
0.44431978876926237,1.5683221101137483,0.7753414249032938,16,1.21,75.05406379960564,11.986115449955504,4.18133988331355
0.5316183314513966,1.4371011616043747,0.74337338879377,16,1.21,75.05406379960564,12.566966036988564,4.17867841141148
0.2726584756200211,2.12423388955916,0.8344480617640977,16,1.21,75.05406379960564,10.832078650895122,4.18798276887677
0.7685698973248637,1.2162679424372405,0.6287296044102061,16,1.21,75.05406379960564,14.776165626996443,4.17091914534137
0.862177589356095,1.1488384614897595,0.5523449538977357,16,1.21,75.05406379960564,16.665950259019873,4.16607515886925
0.38728438390562636,1.6879816436015849,0.7951525268509428,16,1.21,75.05406379960564,11.616418547242807,4.18323817535721
0.7413677832916836,1.2366900304930504,0.6457369637133681,16,1.21,75.05406379960564,14.416247355619442,4.17199445558299
0.537445477983089,1.4298251739705596,0.7411330657650739,16,1.21,75.05406379960564,12.607422135540991,4.17850554631028
0.2806653041278234,2.077961686594754,0.8316658022807626,16,1.21,75.05406379960564,10.8907658468019,4.18758595430276
0.11414157816198356,10.280002344194259,0.8958047786319764,16,1.21,75.05406379960564,9.355791374824692,4.20221376513235
0.671772135715513,1.2928275887372571,0.6832595000569718,16,1.21,75.05406379960564,13.672896985876621,4.17441903499878
0.18492169285787763,3.127931144810959,0.8662931139000237,16,1.21,75.05406379960564,10.112341167760604,4.19363724868837
0.7355875501390848,1.241119278963428,0.6491529025952802,16,1.21,75.05406379960564,14.345908228443152,4.17221160801123
0.6134834028379115,1.3462642203768014,0.7101079243432805,16,1.21,75.05406379960564,13.171157805471841,4.17624003600346
0.5386781633429852,1.4283046937080444,0.7406570309193077,16,1.21,75.05406379960564,12.616018963446157,4.17846900390603
0.6840290082527328,1.282433201950642,0.6771538283612525,16,1.21,75.05406379960564,13.789948979712486,4.17401708930426
0.5959651312612514,1.3638932818580585,0.717593752333362,16,1.21,75.05406379960564,13.03411251189822,4.17676767992270
0.43145134384807504,1.5922907005133655,0.7798622029672522,16,1.21,75.05406379960564,11.902719369998815,4.18175269356390
0.10281975772530982,23.35669440884166,0.9011472308531803,16,1.21,75.05406379960564,9.212172294437227,4.20442105241745
0.6497312113344247,1.3121958869287065,0.6938049389488619,16,1.21,75.05406379960564,13.473556803205685,4.17512276857765
0.32974274548874805,1.8586839121761614,0.8148098848555142,16,1.21,75.05406379960564,11.234922202171784,4.18540580690070
0.29536886581714195,2.001951769129551,0.8265860058266984,16,1.21,75.05406379960564,10.99645727403211,4.18689070250417
0.3913707816376899,1.6781024670072995,0.7937491587713095,16,1.21,75.05406379960564,11.643016620598505,4.18309544313084
0.38333037427018335,1.6977723829319136,0.7965088250815916,16,1.21,75.05406379960564,11.590642176874816,4.18337747399761
0.5427882293010571,1.4232810242908445,0.7390643523957171,16,1.21,75.05406379960564,12.644784271187719,4.17834721323336
0.873352248798173,1.1407650639149984,0.5402707792120035,16,1.21,75.05406379960564,17.019701276357814,4.16528870912755
0.6147826911338455,1.3449892295496024,0.7095432650947623,16,1.21,75.05406379960564,13.181534906621785,4.17620064347282
0.18084533979218909,3.222089404136142,0.8678650891419626,16,1.21,75.05406379960564,10.07422959311638,4.19398769245032
0.1797725383305746,3.2483336108956427,0.868280724845803,16,1.21,75.05406379960564,10.064109034994582,4.19408183347618
0.3671270539663055,1.7404812598649233,0.802053467136259,16,1.21,75.05406379960564,11.48450005555197,4.18396149925073
0.5379805370110073,1.429164404629776,0.7409265301383317,16,1.21,75.05406379960564,12.611151976190913,4.17848968376145
0.7575856568636522,1.2244369516647646,0.6357936299097925,16,1.21,75.05406379960564,14.624618681557298,4.17136480532200
0.14495125628495587,4.695009913096141,0.8822880386197015,16,1.21,75.05406379960564,9.712415677586264,4.19768007831138
0.5647441195070353,1.397571379528629,0.7304049597664808,16,1.21,75.05406379960564,12.801349259929522,4.17769698560246
0.5117191689782487,1.4631200849349977,0.7509068774000985,16,1.21,75.05406379960564,12.430877701642977,4.17927107869110
0.7328510553969612,1.243228512558797,0.650748148002889,16,1.21,75.05406379960564,14.313266581408882,4.17231319421517
0.35726967802523757,1.7687258577769407,0.8054190816281976,16,1.21,75.05406379960564,11.41942442846239,4.18432816637139
0.2570939308826744,2.226316649229841,0.839896947704324,16,1.21,75.05406379960564,10.715396701143943,4.18879610225956
0.4272429330598765,1.6004670285348401,0.7813330842194178,16,1.21,75.05406379960564,11.875478424095558,4.18188939579410
0.2596166940443355,2.2085454759619774,0.839009724735675,16,1.21,75.05406379960564,10.73455864740929,4.18866022166949
0.25939707627141895,2.2100722021270776,0.8390868950197974,16,1.21,75.05406379960564,10.732894520274838,4.18867198537111
0.3015593204556368,1.972943774078917,0.8244567473888259,16,1.21,75.05406379960564,11.04022623552915,4.18660974547921
0.7467433986464682,1.232601184151252,0.6425015632880315,16,1.21,75.05406379960564,14.483442231814683,4.17178921076273
0.7756109427216059,1.2110795699169947,0.6240472585430714,16,1.21,75.05406379960564,14.878344268519532,4.17062424689737
0.11975857876482987,8.23051674871211,0.8932385368399302,16,1.21,75.05406379960564,9.42446686890584,4.20124834253581
0.4679273256033303,1.5279635078511058,0.7669432832744807,16,1.21,75.05406379960564,12.139913981545256,4.18060014260447
0.6260871635525928,1.3340736718124515,0.7045717182990615,16,1.21,75.05406379960564,13.273172916904421,4.17585610244210
0.5645022817222016,1.3978448126103145,0.7305018090814116,16,1.21,75.05406379960564,12.799595797092028,4.17770415238813
0.6370379080982747,1.3237883322241344,0.6996500699810421,16,1.21,75.05406379960564,13.364419134032305,4.17551883318080
0.21293064744669832,2.6524595040569943,0.8557675302241715,16,1.21,75.05406379960564,10.360905485233614,4.19149503389841
0.49477027782112726,1.4868654630444191,0.7571941039530571,16,1.21,75.05406379960564,12.317101003019149,4.17978036824324
0.24645844381549142,2.3073361674936597,0.8436568877026145,16,1.21,75.05406379960564,10.63345769778471,4.18938791006276
