q,mu1,mu2,coeffIAT_sq,coeffST_sq,Response time
0.6775116617696703,2.499985182997821,0.32757685327164887,4,4,1.97432536906670
0.9499041175147043,2.434146807715202,0.07177231512440446,4,4,2.32939350019954
0.07017894730155505,0.7660760227911975,0.6235320472083276,4,4,2.38846828143186
0.7144982533601355,2.535316078920233,0.24316105015840053,4,4,2.45209708302040
0.1545860464359573,1.1946861831604567,0.5048385862362895,4,4,2.82148901579598
0.0011680505125121199,0.08600280302213921,0.5332229664475112,4,4,2.97379169436557
0.7912525431835208,2.5780108555792487,0.15550888809730049,4,4,3.11434194346922
0.9726370974524732,2.3448803068079154,0.03650101760648167,4,4,3.39113495727031
0.25784987800296755,1.58723132833637,0.3871669057704567,4,4,3.42420746286881
0.1887556821625389,1.3360320201710336,0.3928910293458442,4,4,3.65886056482173
0.3864580872545349,1.965664850593268,0.2982909001035471,4,4,3.90944000517708
0.9198073329160289,2.504874629590274,0.06475150792993684,4,4,4.00831456625213
0.7058277913825146,2.527813959415752,0.16436699852421427,4,4,4.01186067132673
0.027596572582986423,0.4564536722402794,0.4144823098073349,4,4,4.03128743930623
0.7875122307756698,2.5770325967111236,0.12408911488980558,4,4,4.20932589119387
0.6188823697441423,2.4273873237494032,0.16979035429891365,4,4,4.97682437816075
0.7058602788106347,2.5278429853360995,0.13806120556449222,4,4,5.04354146271856
0.07042604383420126,0.7675875159827643,0.2876470016378556,4,4,6.24681327872089
0.8336503375983175,2.5794764879230923,0.07635862190358939,4,4,6.51447417626976
0.604974246336414,2.407396798712221,0.14196793917625736,4,4,6.61571569108085
0.8816720941007407,2.5545195641507914,0.05903788297881768,4,4,6.75242986441601
0.4079419905420735,2.0196912486182264,0.18365811455331962,4,4,7.15026806170733
0.9799150653572426,2.303471193829651,0.018361502744610996,4,4,7.48772822792083
0.996968702858028,2.128594935314868,0.006335682191949878,4,4,7.71049453183051
0.4561131765201274,2.1322442546913245,0.16253390010306226,4,4,7.76032890712010
0.44943966746300223,2.117346370443375,0.15313075442219412,4,4,8.60564384801495
0.9204642426707313,2.5036946008090313,0.037952135466850626,4,4,9.06286823412737
0.5485579686122671,2.3160715320291607,0.1251527820029951,4,4,9.30124767057266
0.37935551824939173,1.9472687566532416,0.15964085458697905,4,4,9.30667297577473
0.6407354850671779,2.456699092439739,0.10539439914779297,4,4,9.31608453451702
0.8746909316469914,2.5603320679607413,0.05023040508238576,4,4,9.32562384263582
0.6148486086760567,2.421695028806079,0.1060948265938197,4,4,10.0137074190785
0.03548557480751979,0.5241356812463206,0.20244251211380113,4,4,10.9625106628738
0.7108671596198037,2.5322343174220734,0.0796323566681509,4,4,11.3880621344087
0.5063173786538699,2.237281867442599,0.1174645151828107,4,4,11.5067921655664
0.01217555170904705,0.2929843960267435,0.19137027091775266,4,4,12.3785511621985
0.07868622917742396,0.8168936779464326,0.17961416146921377,4,4,12.6506598428079
0.07058850712966991,0.7685800894392808,0.16992009541163153,4,4,14.1118126384278
0.7331847517021721,2.5497665817840023,0.06600140960537455,4,4,14.3366220253560
0.9569850219537506,2.4109490557979236,0.019940807741691775,4,4,14.4910243867569
0.9469598655388726,2.4428835473578694,0.02249218184924846,4,4,14.6837153481892
0.34141361030628414,1.8443357836561118,0.12652395495632376,4,4,14.8539697337863
0.8319135324976357,2.5797967378936955,0.04628933677126914,4,4,15.2720606436996
0.3243739398563782,1.7954531260557622,0.120209517169541,4,4,16.9780879213544
0.4519106354504272,2.122888323241828,0.09863772148642991,4,4,18.2683186756572
0.43591629006308863,2.0864764245202165,0.0982743477741437,4,4,19.2353647962430
0.5713838318800265,2.3549665299848757,0.07966071650871528,4,4,19.3487183118223
0.4849307503855773,2.194050010068783,0.08621897082203979,4,4,21.8796582639161
0.1325122023074934,1.095516012810198,0.12296010169671848,4,4,24.4559234701777
0.7757752005027164,2.5731610081969007,0.04421090730363883,4,4,24.9151072183509
0.2745779055021962,1.642366346936671,0.10560891131051316,4,4,25.1151391836720
0.40550975636407494,2.0136955136301973,0.08877443111314116,4,4,26.2194234594291
0.6523786798167555,2.471241147615074,0.05745226827184116,4,4,28.0720978433187
0.43735039856901525,2.0897934539520007,0.08013609617050638,4,4,30.3053889718563
0.6122185798460177,2.417937030669849,0.05967789679082893,4,4,31.1133910107848
0.30514085468376173,1.7381910501036266,0.09355850327258797,4,4,31.1437977853646
0.09117595928936062,0.8874600113007896,0.11436522143387051,4,4,32.2526349095728
0.3836073971720704,1.9583136869813724,0.08337689722694869,4,4,32.8788011132726
0.5753614362653143,2.3614763253624487,0.061531989588609025,4,4,34.2182074301205
0.6559926027494165,2.4755993371270018,0.052334185762495634,4,4,34.5093886948387
0.3162046541206539,1.7714069487123272,0.08799974890006491,4,4,35.5029239799231
0.25439338109497345,1.5755877429263945,0.09108708885137302,4,4,39.2979281659945
0.7931895862002027,2.578467474550231,0.03343676567076131,4,4,41.9083611824445
0.6883343473834518,2.5112087079766168,0.04432429856308162,4,4,44.0008333333782
0.4269819928724279,2.065578703305974,0.06944176607607783,4,4,47.2317016708169
0.07271504323826128,0.7814846394440448,0.10200280150758156,4,4,48.6425281945562
0.6015787585790696,2.4023616427486125,0.051180815237710196,4,4,49.9368624543313
0.3906075664033146,1.9762882572767466,0.06732154481346578,4,4,62.7612462918815
0.41356195624972225,2.033428512323117,0.06486510327237073,4,4,64.0938676417109
0.5731922131434259,2.357936075871385,0.04862819847244676,4,4,71.3912636424690
0.35875109298631025,1.8923606785599738,0.06777940879698655,4,4,72.6344214198367
0.5446259341195714,2.309108891018343,0.050888075816001105,4,4,73.4127430949960
0.4655907453919427,2.1530227321830724,0.056216692299586216,4,4,84.3210650141109
0.39148073548950313,1.978512145513802,0.06227818230640216,4,4,87.3329697138144
0.18296047807364568,1.3129772634597194,0.08013738934518845,4,4,87.9818957797570
0.6603517633300726,2.4807569185269243,0.038073541954441285,4,4,90.1581953473194
