p,lam1,lam2,coeffIAT_sq,coeffST_sq,Response time
0.7956730362325758,2.5790022544789433,0.03954959814677308,4,4,4.49494207760443
0.6561501574144264,2.4757876461035426,0.1485964797854919,4,4,4.36889872167772
0.3949354072550667,1.9872715778755357,0.33509564053820856,4,4,4.17969797814209
0.7489279562154287,2.5600278550495927,0.05349985530191895,4,4,3.92885290946021
0.7695621701335927,2.5706365401936857,0.035909025020091884,4,4,3.90209655178272
0.7527237012494956,2.562227599588497,0.036226371931863274,4,4,3.64673973047617
0.7276412613493815,2.545730475050261,0.05205106730173088,4,4,3.58730352065073
0.6034676664815639,2.4051701396505143,0.14223746092538642,4,4,3.55745825040062
0.06754255178842727,0.7498072627008033,0.47005742540304946,4,4,3.44170827640435
0.3420388763998563,1.8460974172571953,0.31238501051057865,4,4,3.43037670546008
0.6495212351962771,2.4677427747273644,0.09372804971076522,4,4,3.33458116627684
0.7016778797258252,2.5240502749088174,0.04397768765601707,4,4,3.15251606372468
0.01692451489175406,0.34980544153139015,0.4534476809865108,4,4,3.14606946014653
0.5888997895286857,2.3830302476559315,0.10960487442992811,4,4,2.99284349369953
0.06600633255369492,0.7402042300760565,0.419101681895902,4,4,2.99266627887703
0.6068057421677642,2.4100876439977084,0.0793184250493467,4,4,2.78287295901947
0.4861946727205939,2.1966672867732413,0.15211093722752597,4,4,2.73790314718837
0.38955385453838265,1.9735991882075405,0.2106104742132287,4,4,2.72897735620819
0.6576153247257233,2.477532011607419,0.04119251248528404,4,4,2.72744653745478
0.5676719129766247,2.348819442998975,0.09906518850854601,4,4,2.72370309919534
0.319008209413183,1.7797045682091415,0.23651933566055688,4,4,2.60180416926676
0.5269057440581879,2.276781841649139,0.0948262287455029,4,4,2.44443850473118
0.5563851761963541,2.329702672380898,0.05405828661035433,4,4,2.24633035394272
0.4465798932554468,2.110894467454326,0.11073194562494658,4,4,2.20352389471311
0.3712889738103121,1.9260477741997326,0.15151429630857038,4,4,2.20014316699438
0.5162557309141494,2.2566088873932255,0.06588893921723374,4,4,2.15963086692515
0.5428962216033761,2.3060217188074175,0.05038979302579847,4,4,2.15550263939464
0.5281818296812447,2.279161560429916,0.05377422098317196,4,4,2.11852264320174
0.14343266048061742,1.1454446092791026,0.24672041044365647,4,4,2.08880174732579
0.3008574868788567,1.7251265442904244,0.1680308153513927,4,4,2.07175796059116
0.437965254769213,2.091212428397136,0.0942166198568203,4,4,2.05720916971157
0.39545143495791624,1.9885746051111854,0.08661613727668614,4,4,1.87391740778319
0.4237800196521485,2.0579909904843463,0.06967552872733615,4,4,1.85761994829502
0.32991253378805374,1.8115288155189544,0.11204522640747198,4,4,1.83659614019939
0.4472318180034507,2.112368851453766,0.052287741427093276,4,4,1.82401532952046
0.15758093988782806,1.207627634654453,0.18158921556445382,4,4,1.79346396520633
0.014266682485240434,0.3190137697082783,0.22936302225345787,4,4,1.78243260013339
0.3557817922993709,1.8842556376995163,0.08309753812032224,4,4,1.74830892229368
0.1993336828121104,1.3772370331758101,0.15138904094229536,4,4,1.73571948694473
0.30309471976838354,1.7319646674137406,0.10058006481666495,4,4,1.71302064677255
0.38920789466029926,1.9727150216599567,0.06019607120028499,4,4,1.71067284379952
0.3707751748232092,1.9246841828826113,0.05368995413272947,4,4,1.63343657497731
0.23903427457124493,1.5227605328911265,0.11188118741865598,4,4,1.63336122247839
0.31340737696181853,1.7630801974562593,0.07600076536904525,4,4,1.61700753713164
0.3132129953351599,1.7624997951962502,0.07497499137409726,4,4,1.61178742071160
0.3220861231701476,1.788759470883813,0.07042092132076519,4,4,1.60877379743793
0.16027311871866645,1.2191639964478882,0.13860383033952292,4,4,1.60871020516908
0.2172726914704891,1.4446897360261959,0.09963969834229783,4,4,1.54119652583035
0.12053089153860475,1.038569886071206,0.12741487935516232,4,4,1.50383434680224
0.016766560291216037,0.34803694644676453,0.1512488470687596,4,4,1.47522546784281
0.2698504122387645,1.6269850575647196,0.060337848867710195,4,4,1.46617968220104
0.25736256128081314,1.5855950679755206,0.06528770052374683,4,4,1.46580943965447
0.028797415308498997,0.4672394877044461,0.13319920047026815,4,4,1.42074314085132
0.12386989666610382,1.0546827108896986,0.10068967252764481,4,4,1.40844987769804
0.08399713385559737,0.8474423467855663,0.1057188772264107,4,4,1.37960719270568
0.12186513696681645,1.0450318102813756,0.09155924616849764,4,4,1.37325591411631
0.03522452231970541,0.5220047245752566,0.11413505643261478,4,4,1.36082563202640
0.18406927272378637,1.3174154562467013,0.0645128045786299,4,4,1.35435906200433
0.15704217042936575,1.205307973185208,0.0703420471960054,4,4,1.34084605183344
0.11104940954365417,0.9917121175053902,0.08408390346500287,4,4,1.33467097483660
0.05515419989973169,0.6694803633302835,0.094104954869461,4,4,1.31165335247802
0.9871974510812729,2.7532754422171273,0.02893446517131841,25,4,117.289363304597
0.9582680834419544,3.302009897246567,0.03342304917641273,25,4,43.4494581472830
0.944770504946522,3.4721342932800168,0.012081947414483365,25,4,16.3799075648692
0.880074484119162,4.010944950337666,0.06420046154723395,25,4,12.9129476072101
0.9154900630008168,3.758067140716773,0.020675677115373377,25,4,11.6770297957880
0.9047951113990164,3.8430021470765308,0.01070284642622235,25,4,9.15018749256959
0.8311244640138797,4.257844483562751,0.05006169089762018,25,4,7.01381256528279
0.8647258379337306,4.099009236022907,0.019706983792308667,25,4,6.98540099286466
0.8650245264318148,4.097397900193698,0.01483461446211991,25,4,6.71904535711134
0.8597905146068463,4.125082579566374,0.017115295377477645,25,4,6.59043709221482
0.832298305578949,4.252981461455329,0.03476222703054734,25,4,6.27220135802446
0.8267506497619647,4.275567778133201,0.024834599651128834,25,4,5.63158288259303
0.8391270735945152,4.2237709398758465,0.012468177359808047,25,4,5.55018295117639
0.7103244387784833,4.5633633510210725,0.09728319993206529,25,4,4.90748375740848
0.7893212550675605,4.403898984435165,0.015091124938728172,25,4,4.34654413079170
0.7739569868789719,4.445755123360412,0.020142386017025508,25,4,4.18005813251560
0.7499726856969148,4.500054620648369,0.03105783950444767,25,4,4.01766190642455
0.7645115592708368,4.468685425777202,0.016439345607108507,25,4,3.93278546990944
0.7412505849852538,4.51669158122111,0.020521828968576527,25,4,3.66858982094963
0.7333719360498187,4.530369484717676,0.020308920313114636,25,4,3.55878861492515
0.6675991385236302,4.598893327258689,0.0650867202216111,25,4,3.53100367116607
0.6380440104508889,4.605548165816337,0.08504523628723842,25,4,3.51944253064174
0.4654965776038693,4.3868369978114234,0.19687700188833476,25,4,3.42619978895443
0.7101615426725172,4.563560595797016,0.01996219753527052,25,4,3.27586526394244
0.49887795973044546,4.461848812157392,0.16028540462720292,25,4,3.24398938767870
0.6551866163112285,4.603399421048209,0.04679936084643046,25,4,3.12100894969076
0.7010350117458005,4.573832365552173,0.0160217233185249,25,4,3.11985336795182
0.6800879702132148,4.591782275247434,0.018780469255567433,25,4,2.96192540545508
0.06952899413509894,1.9012572475095428,0.3950974439354003,25,4,2.93550282955479
0.6295437938554975,4.60490340193765,0.047709791254851024,25,4,2.90989356093905
0.5941858773651696,4.590458318037886,0.06641925745519942,25,4,2.86071553587772
0.6521178066603575,4.604127778081319,0.029021696339598085,25,4,2.85851407536410
0.6076331269612084,4.598153375755854,0.055380287765879055,25,4,2.83204905365896
0.4871279098029304,4.4372093055929325,0.12695394529793835,25,4,2.78185752102644
0.6317747049823049,4.605180823224857,0.03224776594208113,25,4,2.74079059002757
0.627144160341664,4.60451956636901,0.0343511419539913,25,4,2.73131975080216
0.6057204206911834,4.597221880839319,0.04293324982893843,25,4,2.67678840806987
0.48042754380111485,4.42230162192866,0.11544537253588324,25,4,2.62816962592331
0.6361496855013627,4.60550152968111,0.019268468996486116,25,4,2.62440495132939
0.5814456312192515,4.58072643099978,0.04918447552016579,25,4,2.58394963083700
0.6213034473812844,4.603217365400898,0.021637929536147623,25,4,2.55113157105121
0.545389776099047,4.540577933963696,0.06728507724176917,25,4,2.54534369494756
0.4141814821279669,4.241058194646699,0.13451273503876265,25,4,2.44730473905067
0.4713066710235586,4.401006214158091,0.09756405759268862,25,4,2.41875413563099
0.5901426726121115,4.587625412133981,0.02585613257920055,25,4,2.40527445271061
0.583332491126844,4.582316223859678,0.027239667916608146,25,4,2.38031213338795
0.5850430622171883,4.583713011383026,0.01995623326904382,25,4,2.32242136878638
0.5729347934281979,4.572918574478857,0.026251079470456188,25,4,2.31554617040756
0.46423839622003815,4.383706621172759,0.08453893039330654,25,4,2.27845926086558
0.5434907247644184,4.537953881938917,0.03607179576631792,25,4,2.25317329536645
0.45870118286576234,4.369667067309174,0.07957592785937578,25,4,2.21564207800553
0.47514146657246226,4.410100639204008,0.05542315284199087,25,4,2.10391496103741
0.5111201846143524,4.4854851471384105,0.03494703610041317,25,4,2.09918823268434
0.5331579175415373,4.522791861357062,0.0219254185004717,25,4,2.09269499462101
0.4662903833996551,4.388800633060074,0.05487551626442912,25,4,2.06508259642214
0.47070010656495076,4.399548963508542,0.04783103842265876,25,4,2.03231952853889
0.27559778055093576,3.6468206849668454,0.14491312124684186,25,4,1.99060383887921
0.4451448254781083,4.333480565174058,0.05416377064387409,25,4,1.98188868744665
0.45046464868656066,4.347988906746334,0.040976205509340745,25,4,1.91390703405770
0.30472862078571994,3.7984564962073106,0.11246011827946872,25,4,1.89064732764578
0.4605274850714651,4.374345022705906,0.030134209226002007,25,4,1.87801419088055
0.26142318663602104,3.5671678080098856,0.1306789139957423,25,4,1.87036636393170
0.30272877079866545,3.7885433057907716,0.08462305942621125,25,4,1.73542702919249
0.41543933178035886,4.24508072007874,0.02803094198711751,25,4,1.72858876098240
0.3579509890590238,4.0372661206885585,0.03983152352666734,25,4,1.64239037298633
0.31180763934347655,3.8329788446833644,0.05885175988988882,25,4,1.62822260241549
0.20888097502873582,3.2341401630092523,0.1027750518004567,25,4,1.61022019373981
0.1512470024299868,2.7847962912313693,0.1269126686570035,25,4,1.60211945199973
0.34915130067548805,4.000990015530668,0.03072915349842742,25,4,1.57647762191583
0.3447239199625214,3.9822715932518644,0.03198805712675308,25,4,1.57260930752239
0.2729436687804183,3.6322088175348486,0.06405170152589518,25,4,1.56778972854476
0.3121280329067697,3.8345205332780146,0.04545260984678368,25,4,1.56496796913881
0.02801704005921668,1.1993363608936327,0.1535785032018083,25,4,1.50601925983796
0.25537122467511997,3.5319217868915205,0.057926374091167965,25,4,1.50545220149747
0.30927742752544807,3.8207408610063727,0.03172490840302395,25,4,1.49615814934226
0.2852157420949143,3.6986339524926324,0.03267241543785918,25,4,1.45358641148824
0.14220674155082047,2.7041719921267244,0.08642902960856227,25,4,1.42383036107344
0.20063702935596883,3.1758599677702044,0.057119395294547196,25,4,1.40493268044331
0.10761615971866045,2.3622479808919072,0.08253334083288219,25,4,1.35846220984277
0.20229964333834016,3.1877586221961156,0.041881209870464266,25,4,1.34926672156965
0.20059810970981895,3.17558054541919,0.03889279501068513,25,4,1.33548653021629
0.09443010374762462,2.2148480762112,0.07612968531748113,25,4,1.31839695100157
0.09854870459865783,2.2620838876489415,0.07171085426390812,25,4,1.30864180170760
0.12571220504045943,2.548295114784951,0.05613416231785277,25,4,1.29090632571936
0.060392021520109807,1.7711632759220355,0.078296595763608,25,4,1.28361170047501
0.13031840279465978,2.5930400299504104,0.05209470311339567,25,4,1.28313755768201
0.12545444667571504,2.5457618662628216,0.05211097486141374,25,4,1.27683688764326
0.07147965070982853,1.927833216216726,0.06890646058320822,25,4,1.26590533253569
0.08450979656180235,2.0961051544442446,0.060149812622993376,25,4,1.25274086930470
0.9828258800647034,2.283889120033092,0.030443174555149253,4,25,1804.97129453065
0.9829187008797862,2.2832285957827803,0.03134710312701987,4,25,659.051760136483
0.8801441219057329,2.5558651913678387,0.17810844254319125,4,25,476.934250779961
0.9658123362758699,2.3767237674051165,0.051216188621108626,4,25,198.300840083492
0.9444214751763708,2.4500357108302366,0.07872676931913607,4,25,112.717451263396
0.9444708721660596,2.449899730972522,0.11017417801928014,4,25,63.0006241285222
0.9130909756991729,2.5162073674341845,0.10060737605660765,4,25,36.9842671529308
0.9532725290362961,2.4235209632424954,0.024301061843112332,4,25,20.8667422067813
0.9502333698662785,2.433138755097668,0.022817130352565183,4,25,18.6300056034838
0.8443922004410005,2.57668308522185,0.1365988930379322,4,25,14.6593056338184
0.9363183110722026,2.4707653612454483,0.021944307677296073,4,25,13.5911792595504
0.9327737078401792,2.4789326998318284,0.02140338262192573,4,25,12.6697888654250
0.8664642805718411,2.566129369106431,0.08370073849619789,4,25,10.6588779303547
0.8846457505220741,2.551778484726217,0.05175087202933326,4,25,9.42380418032582
0.6757671878659296,2.4981098743442347,0.25803850714952786,4,25,8.83430816142475
0.5834570274708374,2.374477530455236,0.34020458416323485,4,25,8.54662612684140
0.8933096999322344,2.542823657744107,0.024183976681847335,4,25,7.88622285466659
0.8664048637818056,2.5661673067468924,0.037350666487557665,4,25,6.94425103009558
0.8633058778681078,2.5680706285511032,0.03226643084245519,4,25,6.50162822892382
0.35394661240087566,1.879221721776413,0.4768310887549261,4,25,6.39201823925751
0.640263426104814,2.4560935358920286,0.23728826692761976,4,25,6.38248320752932
0.80007170992961,2.579807552814755,0.08051439257626644,4,25,5.95526150152677
0.8319497328437266,2.5797904249123333,0.038350389992657045,4,25,5.46398042047326
0.8073268834231132,2.5807288779802504,0.04832905825380536,4,25,5.04393846461031
0.8189810726664213,2.581098642179124,0.0283047534519086,4,25,4.74051614530392
0.7962981924850178,2.5791278273380263,0.043622197019330095,4,25,4.61996510568383
0.7781930725524737,2.5740558785169636,0.04102408232649217,4,25,4.16992892650921
0.5575887952832618,2.3317716822614223,0.19139090421721872,4,25,3.79180694375748
0.6890935223920761,2.51196913969311,0.0908177653353376,4,25,3.75593531898715
0.753953381276018,2.562916753419831,0.03313270329735292,4,25,3.60636683522138
0.737667813025558,2.552871733988985,0.0404277618388836,4,25,3.51544281830900
0.5633643749103776,2.3415990046024344,0.16728200614844577,4,25,3.50271344402427
0.7095761394236056,2.5311176788061243,0.05198874546760323,4,25,3.36088722637335
0.6168076291251485,2.4244703571892785,0.11516589449042375,4,25,3.30822480291731
0.057288738682157114,0.6838229732746357,0.45182161651154096,4,25,3.23683421202062
0.6802853592963529,2.502929302987426,0.05883106197643119,4,25,3.14876438697975
0.2959158154763548,1.7099093893237063,0.309675194388648,4,25,3.10880656966931
0.697144446764201,2.519812950428219,0.04068281738869412,4,25,3.06011598795843
0.649300582296366,2.467470711101578,0.07212033990880155,4,25,3.03711614665984
0.6788463532421639,2.501407658555811,0.045522792842626315,4,25,2.95487703103347
0.685859754174699,2.508705396858452,0.03669201738288896,4,25,2.90229456819645
0.46617978911373426,2.1542994949229053,0.17270517735964677,4,25,2.81436752334817
0.569887564315594,2.3524970135348133,0.10121386070406202,4,25,2.76077493007395
0.6022078514227255,2.403299071086624,0.06433799361830868,4,25,2.59299540211242
0.6246576614338916,2.4353856431587007,0.04669869814417299,4,25,2.55711915906024
0.506054627870946,2.2367643291760677,0.11749869603158286,4,25,2.53302790455856
0.5607980883441693,2.337253017545234,0.07626798439484467,4,25,2.46138618948505
0.5531924203682161,2.324179321957392,0.0798550080431681,4,25,2.45211432692953
0.24470006412448175,1.5424583680684607,0.2561896026505962,4,25,2.44685786985495
0.5186403058663573,2.2611740850314543,0.09783974364989088,4,25,2.42775144921469
0.5523313840206487,2.322681059151452,0.06619635975417906,4,25,2.32810235632122
0.5545613494582037,2.3265537461925145,0.06214051559789144,4,25,2.30483670657921
0.42983327849814135,2.0722917204998623,0.1309832765380974,4,25,2.28252881676386
0.08956426755081492,0.878596230691216,0.30102950253757305,4,25,2.26157997538303
0.3014969702699095,1.7270843653401768,0.18470879214418948,4,25,2.17534171791267
0.556103913365657,2.329218141161867,0.04535414822306422,4,25,2.17459689204041
0.5092088152925601,2.242954762045594,0.06095016077898677,4,25,2.09410879030071
0.5050189713041948,2.2347211096202853,0.062084314308316305,4,25,2.08569033365681
0.389287457927463,1.972918416765372,0.12038218313793231,4,25,2.05974627520996
0.2893697986459075,1.6895093797693572,0.17009472202877407,4,25,2.04986138932829
0.5140355459668245,2.2523333271988224,0.0508680525297721,4,25,2.04058692532374
0.12546453228060028,1.062310048144907,0.24396794432547653,4,25,2.03283658655920
0.32673984060385264,1.8023423810096135,0.12548945706966746,4,25,1.90165280238407
0.008615571774659547,0.24361149204699992,0.25643600092216445,4,25,1.90012641423783
0.47497869493180034,2.173167758424996,0.05020781557913308,4,25,1.89755630781403
0.36989444476205646,1.922343440898957,0.088947450449929,4,25,1.81601110537999
0.3150096509741317,1.7678555927228743,0.10925683206994168,4,25,1.78456870976803
0.28769164305434514,1.6842344796537116,0.11964230461973113,4,25,1.77269734760072
0.42408888693647706,2.058725177934746,0.05132323210817249,4,25,1.75294378610657
0.4159481878527833,2.039212306706485,0.05525238602281837,4,25,1.75294123153593
0.178766964713178,1.2960732318759085,0.1590916942425599,4,25,1.73097028187409
0.3765926228882569,1.9400397927393673,0.06568190893288019,4,25,1.70836229267002
0.37254090081042457,1.9293643136097294,0.060526972821827854,4,25,1.67201102571758
0.279060556347134,1.6568087723274199,0.09956881806699482,4,25,1.65648400025836
0.3353139970346718,1.8270323881131503,0.07130552884506224,4,25,1.64122067880776
0.029332909543241303,0.4719876546647835,0.17923177177810687,4,25,1.59067364637255
0.15088801438085153,1.178545627334973,0.1373971045296766,4,25,1.58847886980320
0.13297181499214406,1.0976538370029554,0.13792722154572878,4,25,1.56294482207869
0.13799143254643098,1.1207898149585036,0.131594287625923,4,25,1.54514795113464
0.25474232873636715,1.5767672105569863,0.07567971708771674,4,25,1.50465483356123
0.0218927623843147,0.40222773215636415,0.15650784955622465,4,25,1.49829321181394
0.0018026946019061851,0.10751241189463275,0.15842126189288422,4,25,1.49343411097479
0.03593775754042916,0.5278112679456308,0.1444208238864005,4,25,1.46686412582851
0.22875016900452738,1.4863546401867564,0.07315590054820117,4,25,1.45161374266774
0.23909839938052269,1.5229848771602816,0.06737815379133916,4,25,1.44476194153922
0.2099980112333708,1.41768990290723,0.06520761500610536,4,25,1.39252663770459
0.014638181922930316,0.323459016831262,0.12255107888942038,4,25,1.37374646749371
0.1493405918897407,1.1717378125399391,0.07342962519046976,4,25,1.34232135308722
0.15632337993362044,1.202207485685606,0.06614102118951525,4,25,1.32512812056107
0.9732045040558207,3.065211882786922,0.01904614190701302,25,25,52.8229514556306
0.9765535346828242,3.0014595730125357,0.008395097567587167,25,25,39.3612372113941
0.9719049221956876,3.08865731526212,0.0070885871957709025,25,25,30.4853314049882
0.910550952666867,3.7983474471640193,0.02861080176505207,25,25,12.1330120641484
0.9282307104275028,3.644668907430402,0.009061597217360913,25,25,11.8984152994477
0.854106160380068,4.1538663651176995,0.08199336592954984,25,25,11.6983207781602
0.9237534697232016,3.6861977375639903,0.008702740736686605,25,25,11.1471837498190
0.8552018106121606,4.14841927733001,0.06635758107097196,25,25,9.96343674573943
0.8984705442211885,3.8894560390765056,0.019657046680814378,25,25,9.43724961556172
0.8968938726832413,3.9006366207422074,0.013715574499833301,25,25,8.71905533966667
0.8498375199248622,4.174641315041255,0.027053463464104446,25,25,6.65451107443591
0.020348950207374483,1.018897154542429,0.6063601382325523,25,25,5.12419907640837
0.8067331809348955,4.349139638094661,0.01345667569005331,25,25,4.67753075525255
0.7378119243474672,4.522816565710288,0.03414408251948852,25,25,3.89163708716811
0.7472542696397159,4.505411336607282,0.02662088574078749,25,25,3.87899416810104
0.5350302298553563,4.525649900576263,0.17670607587768636,25,25,3.82972962272664
0.6433937684970482,4.605376831181963,0.0842365281918401,25,25,3.56711223940892
0.7383834215824745,4.521815369396074,0.015274425809946243,25,25,3.53155847264370
0.6896984392007481,4.584501573089394,0.047711518664562885,25,25,3.49924669637368
0.004363120279133548,0.46536176929759043,0.4785052743618348,25,25,3.39400594116134
0.6882788022643302,4.585677802598475,0.03967557401487102,25,25,3.35065145968850
0.5874593808458746,4.585613869979604,0.08854030425972138,25,25,3.07821338566383
0.4673574357829373,4.391426346951704,0.15705232618326545,25,25,2.96699055033039
0.5814076896045105,4.580693935787103,0.078700088425819,25,25,2.90874345805595
0.5835693148944162,4.582512129303599,0.07540338659659132,25,25,2.88626936153801
0.6713573991970628,4.5970286743962685,0.01846537479955164,25,25,2.88235519827289
0.6204218645923982,4.6029757279838215,0.034755402403018804,25,25,2.68792902000059
0.6445136806970162,4.605284017985504,0.018982944653539516,25,25,2.68003697807473
0.6290194488924874,4.604827078527668,0.024195209859001355,25,25,2.63000939153697
0.6109650522908815,4.599645951742968,0.034041036394864714,25,25,2.61556447776655
0.5809240654928449,4.580277915251745,0.05048904335690878,25,25,2.59406702671397
0.5972056213085577,4.592418191540091,0.0342219245849797,25,25,2.52934753843884
0.5770824106341024,4.576853602708917,0.043077469983406225,25,25,2.49615741129325
0.23251648057393226,3.3917586415117302,0.24573745812423023,25,25,2.49450856576085
0.571656030141707,4.571655660409848,0.04543765959962456,25,25,2.48730315831270
0.5378701775668318,4.529891594331322,0.06396811255926715,25,25,2.47084992723815
0.3915811282368751,4.164844783824496,0.14700836982431484,25,25,2.44146801987820
0.5704565114101598,4.570449761214542,0.03453752396216064,25,25,2.37757120848890
0.3703526444066002,4.086328554066874,0.13673367447906357,25,25,2.27037823779304
0.5571207219680293,4.555663636845388,0.030102419737557937,25,25,2.26900246490208
0.4516060325774316,4.351049814820726,0.08938420495901757,25,25,2.26007486820150
0.5697848747659189,4.569765577788214,0.02025628542717749,25,25,2.24687662842508
0.3705046567905099,4.086915153884765,0.11887069596205364,25,25,2.14555253027471
0.42199280637457137,4.265668551253071,0.09018994743016265,25,25,2.14315496420544
0.22669653241255316,3.354194730059136,0.1830287529725073,25,25,2.06435294802217
0.4158237484436178,4.2463054909399345,0.07966600937278126,25,25,2.04726055923082
0.4253138786252084,4.275865733968461,0.07178580329303781,25,25,2.02869033949839
0.46905445827339964,4.395569534611432,0.04795211356046352,25,25,2.02695037999218
0.4743040516017635,4.408132127592421,0.040890746349302974,25,25,1.99759011752641
0.5027156233366624,4.469481768636722,0.022761891342631214,25,25,1.97740258516678
0.48286567339799524,4.427798346854049,0.027713829820180877,25,25,1.93886444018644
0.459124594178716,4.370755764390181,0.033135121242139846,25,25,1.89255553277536
0.33530975098120575,3.941414795182414,0.09632823891672504,25,25,1.88772230137183
0.41473872639618514,4.242843054471432,0.04328064857282226,25,25,1.81451258446737
0.4078188649309624,4.220358957832642,0.04301375465733561,25,25,1.79248462192101
0.34949142970592484,4.002415040169555,0.06011840683937338,25,25,1.72668872950817
0.3841721073875517,4.138214711702551,0.03431569835030615,25,25,1.67927555734344
0.3911496886896376,4.16331657149802,0.02816929078714019,25,25,1.66453021359495
0.35428741783852613,4.02231237555436,0.04451267729023733,25,25,1.65736361595428
0.15848161346759826,2.8470875716452824,0.12886169622018911,25,25,1.62443199861345
0.3494576171733873,4.002273459955754,0.03979881514265027,25,25,1.62188316724631
0.35535313333195095,4.026684196359688,0.03456301332268671,25,25,1.60963852668670
0.024577099555673776,1.121864390723698,0.17922658376493714,25,25,1.59973819425099
0.33078639817031186,3.9212666982092546,0.04158304704223256,25,25,1.58764052036983
0.31776544456683864,3.861355931923777,0.044365807349673,25,25,1.57209001410350
0.3452465352679659,3.9844975525250947,0.02994297664549811,25,25,1.56391979085671
0.18576998782906262,3.0660633052380573,0.10181032284196254,25,25,1.56064707307526
0.028671902394164173,1.213540834514948,0.1649724196084076,25,25,1.54999747484544
0.28490894974734005,3.6970083837565473,0.05144544969478932,25,25,1.53538586176578
0.31463276874641977,3.846511487014623,0.033196268399086036,25,25,1.51367615447049
0.2875840325703817,3.7111230912030138,0.041106477406655684,25,25,1.49472536719894
0.3057826782090861,3.8036528132378473,0.03124918709797103,25,25,1.48706329343011
0.28387273150419,3.6915047659960356,0.03929571406323181,25,25,1.47959092152791
0.19877368997108036,3.162436181869887,0.07056099709640626,25,25,1.45496736931747
0.08217918378562927,2.067102897407552,0.11691075040408458,25,25,1.44661476087163
0.25356625002993816,3.5212624790145446,0.03943253180275229,25,25,1.42428803482239
0.11649460989845217,2.4556753327302765,0.09226947703945619,25,25,1.40641701606034
0.10619982411049611,2.346931969487409,0.09115450703971141,25,25,1.38732677495390
0.21862093632559443,3.300743135307504,0.041537081570572204,25,25,1.37370374094483
0.1563875843071456,2.8292537346908255,0.06473649817552804,25,25,1.36454124220961
0.1966816092089294,3.1472517025035778,0.04785068650353123,25,25,1.36305606873113
0.15888455044867444,2.850501223273314,0.06236082657080616,25,25,1.35953132553263
0.15485127389613207,2.816069067219561,0.054428607142847876,25,25,1.32490308980707
0.17565362831779585,2.987663206896538,0.0432308682826647,25,25,1.31449126318843
0.1276743302975899,2.5674759478938887,0.05891209655658375,25,25,1.30309209974997
0.1471628833772528,2.7487679678259838,0.04712716883383015,25,25,1.28848703311911
0.07026039207702883,1.91126800788367,0.07423496740838462,25,25,1.28191062090810
0.10189416505162152,2.299632723335387,0.05841862555981018,25,25,1.26811956277337
0.042818430335135105,1.4882346623300953,0.06710973357796964,25,25,1.22853023741195
