lam_CV,mu_CV,lam_CVsq,mu_CVsq,lam_kurt,mu_kurt,Response time
3.038205286,2.937067236,9.230691359,8.626363951,40,30,[1.98957635]
3.038205286,2.661390674,9.230691359,7.08300032,40,30,[1.82926487]
3.038205286,3.232742938,9.230691359,10.4506269,40,30,[2.1665139]
3.038205286,4.011914916,9.230691359,16.09546129,40,30,[2.655441]
3.038205286,3.166438308,9.230691359,10.02633156,40,30,[2.12643438]
3.038205286,3.033798287,9.230691359,9.203932048,40,30,[2.04694753]
3.038205286,2.594042753,9.230691359,6.729057807,40,30,[1.79101654]
3.038205286,3.244635091,9.230691359,10.52765687,40,30,[2.17372657]
3.038205286,2.953813293,9.230691359,8.72501297,40,30,[1.99947115]
3.038205286,3.271010553,9.230691359,10.69951004,40,30,[2.18974978]
3.038205286,3.373152467,9.230691359,11.37815756,40,30,[2.25214526]
3.038205286,2.744353784,9.230691359,7.531477693,40,30,[1.876942]
3.038205286,3.861219517,9.230691359,14.90901616,40,30,[2.55816445]
3.038205286,2.702704991,9.230691359,7.304614268,40,30,[1.85293692]
3.038205286,3.157587199,9.230691359,9.970356917,40,30,[2.12110146]
3.038205286,2.641514693,9.230691359,6.977599874,40,30,[1.81793067]
3.038205286,2.909665756,9.230691359,8.466154809,40,30,[1.97342026]
3.038205286,3.152796533,9.230691359,9.940125981,40,30,[2.11821672]
3.038205286,3.845467329,9.230691359,14.78761898,40,30,[2.54807497]
3.038205286,2.592367612,9.230691359,6.720369834,40,30,[1.79007112]
3.038205286,3.078391673,9.230691359,9.476495295,40,30,[2.07356746]
3.038205286,2.676926992,9.230691359,7.165938119,40,30,[1.8381494]
3.038205286,2.899216059,9.230691359,8.405453757,40,30,[1.9672706]
3.038205286,3.333560004,9.230691359,11.1126223,40,30,[2.22789427]
3.038205286,2.592217691,9.230691359,6.719592559,40,30,[1.78998652]
3.038205286,3.944108635,9.230691359,15.55599292,40,30,[2.61150091]
3.038205286,3.418856418,9.230691359,11.68857921,40,30,[2.28024335]
3.038205286,3.849407245,9.230691359,14.81793613,40,30,[2.55059715]
3.038205286,2.871180744,9.230691359,8.243678865,40,30,[1.95080399]
3.038205286,2.618654487,9.230691359,6.857351323,40,30,[1.80494145]
3.038205286,3.830628741,9.230691359,14.67371655,40,30,[2.53858412]
3.038205286,3.379404922,9.230691359,11.42037763,40,30,[2.25598257]
3.038205286,2.728810823,9.230691359,7.446408507,40,30,[1.86796771]
3.038205286,2.781141562,9.230691359,7.734748389,40,30,[1.89825387]
3.038205286,2.884054396,9.230691359,8.317769758,40,30,[1.95835948]
3.038205286,3.891637491,9.230691359,15.14484236,40,30,[2.57768941]
3.038205286,3.577693104,9.230691359,12.79988795,40,30,[2.37876987]
3.038205286,2.953345794,9.230691359,8.722251381,40,30,[1.9991947]
3.038205286,3.620600692,9.230691359,13.10874937,40,30,[2.40562371]
3.038205286,3.284245169,9.230691359,10.78626633,40,30,[2.19780355]
3.038205286,3.597806028,9.230691359,12.94420821,40,30,[2.3913448]
3.038205286,2.977625233,9.230691359,8.86625203,40,30,[2.01356823]
3.038205286,3.253501359,9.230691359,10.5852711,40,30,[2.17910882]
3.038205286,2.985416372,9.230691359,8.912710915,40,30,[2.01818757]
3.038205286,4.010496214,9.230691359,16.08407988,40,30,[2.65451877]
3.038205286,2.914484273,9.230691359,8.494218576,40,30,[1.97625813]
3.038205286,3.567382762,9.230691359,12.72621977,40,30,[2.37233208]
3.038205286,3.243900201,9.230691359,10.52288851,40,30,[2.17328064]
3.038205286,3.525019325,9.230691359,12.42576124,40,30,[2.34594334]
3.038205286,3.028056038,9.230691359,9.169123368,40,30,[2.04352748]
3.038205286,3.490346368,9.230691359,12.18251777,40,30,[2.32441841]
3.038205286,2.663191474,9.230691359,7.092588825,40,30,[1.83029357]
3.038205286,3.054729252,9.230691359,9.331370805,40,30,[2.05942917]
3.038205286,3.082068829,9.230691359,9.49914827,40,30,[2.07576723]
3.038205286,4.129745684,9.230691359,17.05479942,40,30,[2.73247159]
3.038205286,4.052619989,9.230691359,16.42372877,40,30,[2.68195421]
3.038205286,2.874546411,9.230691359,8.26301707,40,30,[1.95277831]
3.038205286,3.830982582,9.230691359,14.67642755,40,30,[2.53881029]
3.038205286,3.030583629,9.230691359,9.184437135,40,30,[2.04503268]
3.038205286,2.739363261,9.230691359,7.504111073,40,30,[1.87405854]
3.038205286,3.289780864,9.230691359,10.82265814,40,30,[2.20117494]
3.038205286,3.879341434,9.230691359,15.04928996,40,30,[2.56979005]
3.038205286,3.81627855,9.230691359,14.56398197,40,30,[2.52941804]
3.038205286,3.044617645,9.230691359,9.269696605,40,30,[2.05339658]
3.038205286,3.788600977,9.230691359,14.35349736,40,30,[2.51177342]
3.038205286,3.0346701,9.230691359,9.209222617,40,30,[2.04746693]
3.038205286,3.468288744,9.230691359,12.02902681,40,30,[2.31075913]
3.038205286,3.659311694,9.230691359,13.39056208,40,30,[2.42993984]
3.038205286,3.547127461,9.230691359,12.58211322,40,30,[2.35970244]
3.038205286,4.091442349,9.230691359,16.73990049,40,30,[2.70733659]
3.038205286,3.78278195,9.230691359,14.30943928,40,30,[2.50806948]
3.038205286,2.810566586,9.230691359,7.899284533,40,30,[1.91536879]
3.038205286,3.549201531,9.230691359,12.59683151,40,30,[2.36099463]
3.038205286,4.059828068,9.230691359,16.48220395,40,30,[2.68665985]
3.038205286,3.034400356,9.230691359,9.207585518,40,30,[2.04730622]
3.038205286,2.881305586,9.230691359,8.301921882,40,30,[1.95674537]
3.038205286,2.769317831,9.230691359,7.669121249,40,30,[1.89139353]
3.038205286,3.359060576,9.230691359,11.28328795,40,30,[2.24350427]
3.038205286,3.407779164,9.230691359,11.61295883,40,30,[2.27342307]
3.038205286,3.182939306,9.230691359,10.13110262,40,30,[2.13638736]
3.038205286,3.918443523,9.230691359,15.35419964,40,30,[2.59494185]
3.038205286,2.835154166,9.230691359,8.038099145,40,30,[1.92971436]
3.038205286,3.795115391,9.230691359,14.40290083,40,30,[2.51592235]
3.038205286,2.574462466,9.230691359,6.627856988,40,30,[1.77998541]
3.038205286,2.622346894,9.230691359,6.876703231,40,30,[1.80703598]
3.038205286,2.986193855,9.230691359,8.91735374,40,30,[2.01864872]
3.038205286,4.09611066,9.230691359,16.77812254,40,30,[2.71039507]
3.038205286,3.623127025,9.230691359,13.12704944,40,30,[2.40720804]
3.038205286,2.861278962,9.230691359,8.186917297,40,30,[1.9449993]
3.038205286,3.423134693,9.230691359,11.71785112,40,30,[2.28287924]
3.038205286,3.935597793,9.230691359,15.48892999,40,30,[2.60600509]
3.038205286,2.887439033,9.230691359,8.337304171,40,30,[1.96034757]
3.038205286,3.087315125,9.230691359,9.53151468,40,30,[2.07890693]
3.038205286,3.406653069,9.230691359,11.60528513,40,30,[2.2727301]
3.038205286,3.997057497,9.230691359,15.97646863,40,30,[2.64578902]
3.038205286,2.975455875,9.230691359,8.853337664,40,30,[2.01228262]
3.038205286,3.265045381,9.230691359,10.66052134,40,30,[2.18612274]
3.038205286,3.536076175,9.230691359,12.50383471,40,30,[2.35282126]
3.038205286,3.498917882,9.230691359,12.24242635,40,30,[2.32973349]
3.038205286,3.452647776,9.230691359,11.92077666,40,30,[2.30108935]
3.038205286,3.566085807,9.230691359,12.71696798,40,30,[2.37152272]
3.038205286,2.603886044,9.230691359,6.780222532,40,30,[1.79657803]
3.038205286,3.778055914,9.230691359,14.27370649,40,30,[2.5050627]
3.038205286,3.239808612,9.230691359,10.49635984,40,30,[2.17079839]
3.038205286,2.60599903,9.230691359,6.791230945,40,30,[1.79777323]
3.038205286,3.074543998,9.230691359,9.452820798,40,30,[2.07126645]
3.038205286,2.982184789,9.230691359,8.893426119,40,30,[2.01627117]
3.038205286,3.264883161,9.230691359,10.65946206,40,30,[2.18602413]
3.038205286,4.02070775,9.230691359,16.16609081,40,30,[2.66115957]
3.038205286,2.932190127,9.230691359,8.597738941,40,30,[1.9866976]
3.038205286,3.120882705,9.230691359,9.73990886,40,30,[2.09903014]
3.038205286,2.54716292,9.230691359,6.488038943,40,30,[1.76468041]
3.038205286,2.70962828,9.230691359,7.342085417,40,30,[1.85691779]
3.038205286,2.671853888,9.230691359,7.138803199,40,30,[1.83524597]
3.038205286,3.031137338,9.230691359,9.187793563,40,30,[2.04536246]
3.038205286,2.984244624,9.230691359,8.905715976,40,30,[2.01749263]
3.038205286,3.802642635,9.230691359,14.46009101,40,30,[2.52071944]
3.038205286,3.80535525,9.230691359,14.48072858,40,30,[2.52244899]
3.038205286,3.833871332,9.230691359,14.69856939,40,30,[2.54065699]
3.038205286,2.536209123,9.230691359,6.432356717,40,30,[1.75856549]
3.038205286,3.258157176,9.230691359,10.61558818,40,30,[2.18193676]
3.038205286,3.21835118,9.230691359,10.35778432,40,30,[2.15779505]
3.038205286,2.881518479,9.230691359,8.303148742,40,30,[1.95687037]
3.038205286,2.564100246,9.230691359,6.574610072,40,30,[1.7741654]
3.038205286,3.571872288,9.230691359,12.75827164,40,30,[2.3751348]
3.038205286,3.760763238,9.230691359,14.14334014,40,30,[2.49407195]
3.038205286,2.752434569,9.230691359,7.575896055,40,30,[1.88161492]
3.038205286,2.737383367,9.230691359,7.493267696,40,30,[1.87291511]
3.038205286,3.043902396,9.230691359,9.265341795,40,30,[2.05297007]
3.038205286,2.944337386,9.230691359,8.669122641,40,30,[1.99387013]
3.038205286,2.774561758,9.230691359,7.69819295,40,30,[1.89443493]
3.038205286,2.865093756,9.230691359,8.208762229,40,30,[1.94723509]
3.038205286,2.856573377,9.230691359,8.160011456,40,30,[1.94224302]
3.038205286,2.984411132,9.230691359,8.906709807,40,30,[2.01759138]
3.038205286,2.533037205,9.230691359,6.416277483,40,30,[1.75679771]
3.038205286,2.654362872,9.230691359,7.045642258,40,30,[1.82525311]
3.038205286,3.53590712,9.230691359,12.50263916,40,30,[2.35271605]
3.038205286,3.810341281,9.230691359,14.51870067,40,30,[2.5256292]
3.038205286,2.688499097,9.230691359,7.228027392,40,30,[1.84478066]
3.038205286,3.580914209,9.230691359,12.82294658,40,30,[2.38078224]
3.038205286,3.9017197,9.230691359,15.22341662,40,30,[2.58417328]
3.038205286,4.052832746,9.230691359,16.42545326,40,30,[2.68209306]
3.038205286,3.435351884,9.230691359,11.80164257,40,30,[2.2904118]
3.038205286,2.902623615,9.230691359,8.425223848,40,30,[1.96927524]
3.038205286,2.919200461,9.230691359,8.521731332,40,30,[1.97903704]
3.038205286,2.619296973,9.230691359,6.860716632,40,30,[1.8053058]
3.038205286,3.526392863,9.230691359,12.43544663,40,30,[2.34679739]
3.038205286,2.777107975,9.230691359,7.712328708,40,30,[1.8959124]
3.038205286,2.769734227,9.230691359,7.671427688,40,30,[1.89163496]
3.038205286,3.128409226,9.230691359,9.786944288,40,30,[2.10355028]
3.038205286,3.312427183,9.230691359,10.97217384,40,30,[2.21498391]
3.038205286,3.253421553,9.230691359,10.5847518,40,30,[2.17906036]
3.038205286,3.008243523,9.230691359,9.049529094,40,30,[2.03174097]
3.038205286,4.068152448,9.230691359,16.54986434,40,30,[2.69209824]
3.038205286,3.472834148,9.230691359,12.06057702,40,30,[2.31357173]
3.038205286,3.326504969,9.230691359,11.06563531,40,30,[2.22358163]
3.038205286,2.817199161,9.230691359,7.936611112,40,30,[1.91923465]
3.038205286,4.112619654,9.230691359,16.91364042,40,30,[2.721222]
3.038205286,2.682009847,9.230691359,7.193176817,40,30,[1.84106065]
3.038205286,2.667199783,9.230691359,7.11395468,40,30,[1.83258433]
3.038205286,2.936273051,9.230691359,8.621699429,40,30,[1.98910748]
3.038205286,3.739168621,9.230691359,13.98138198,40,30,[2.48037109]
3.038205286,2.803371811,9.230691359,7.858893511,40,30,[1.91117855]
3.038205286,2.621650403,9.230691359,6.873050835,40,30,[1.80664079]
3.038205286,2.953987464,9.230691359,8.726041935,40,30,[1.99957415]
3.038205286,3.45261378,9.230691359,11.92054191,40,30,[2.30106835]
3.038205286,2.826968759,9.230691359,7.991752365,40,30,[1.92493422]
3.038205286,3.791548117,9.230691359,14.37583712,40,30,[2.5136501]
3.038205286,2.692372337,9.230691359,7.248868799,40,30,[1.84700272]
3.038205286,2.706247081,9.230691359,7.323773263,40,30,[1.85497312]
3.038205286,3.982592478,9.230691359,15.86104285,40,30,[2.63640494]
3.038205286,3.012460164,9.230691359,9.074916241,40,30,[2.03424767]
3.038205286,3.396059893,9.230691359,11.5332228,40,30,[2.26621464]
3.038205286,3.69915863,9.230691359,13.68377457,40,30,[2.4550583]
3.038205286,3.964533753,9.230691359,15.71752788,40,30,[2.62470739]
3.038205286,3.001710452,9.230691359,9.010265635,40,30,[2.0278591]
3.038205286,3.032859632,9.230691359,9.198237545,40,30,[2.04638835]
3.038205286,4.015876346,9.230691359,16.12726282,40,30,[2.6580168]
3.038205286,3.459086953,9.230691359,11.96528255,40,30,[2.30506867]
3.038205286,2.915716598,9.230691359,8.50140328,40,30,[1.97698412]
3.038205286,2.646723172,9.230691359,7.005143547,40,30,[1.82089722]
3.038205286,2.559781169,9.230691359,6.552479632,40,30,[1.77174335]
3.038205286,4.042359503,9.230691359,16.34067035,40,30,[2.67526142]
3.038205286,2.779643912,9.230691359,7.726420278,40,30,[1.89738436]
3.038205286,2.806633308,9.230691359,7.877190528,40,30,[1.91307762]
3.038205286,3.163768418,9.230691359,10.00943061,40,40,[2.36375868]
3.038205286,4.134935271,9.230691359,17.0976897,40,40,[2.9438765]
3.038205286,3.868676017,9.230691359,14.96665413,40,40,[2.77679133]
3.038205286,4.363991742,9.230691359,19.04442392,40,40,[3.09218809]
3.038205286,3.005613462,9.230691359,9.033712285,40,40,[2.2779069]
3.038205286,3.218353795,9.230691359,10.35780115,40,40,[2.39405886]
3.038205286,3.387771263,9.230691359,11.47699413,40,40,[2.4900547]
3.038205286,3.895841381,9.230691359,15.17758006,40,40,[2.79357352]
3.038205286,3.260874226,9.230691359,10.63330072,40,40,[2.41788137]
3.038205286,4.368251271,9.230691359,19.08161916,40,40,[3.09498578]
3.038205286,4.857078975,9.230691359,23.59121617,40,40,[3.42559895]
3.038205286,4.572905477,9.230691359,20.91146451,40,40,[3.23110314]
3.038205286,4.54011985,9.230691359,20.61268825,40,40,[3.20907377]
3.038205286,2.915908434,9.230691359,8.502521995,40,40,[2.23065695]
3.038205286,4.799002376,9.230691359,23.0304238,40,40,[3.3853331]
3.038205286,2.758693061,9.230691359,7.610387405,40,40,[2.15094857]
3.038205286,4.780324735,9.230691359,22.85150458,40,40,[3.37243986]
3.038205286,3.1628995,9.230691359,10.00393324,40,40,[2.36327898]
3.038205286,3.838986265,9.230691359,14.73781554,40,40,[2.75851913]
3.038205286,3.163434102,9.230691359,10.00731532,40,40,[2.3635741]
3.038205286,4.629229442,9.230691359,21.42976523,40,40,[3.26914733]
3.038205286,4.751723246,9.230691359,22.5788738,40,40,[3.35274928]
3.038205286,4.658152441,9.230691359,21.69838416,40,40,[3.2887806]
3.038205286,3.839424122,9.230691359,14.74117759,40,40,[2.75878808]
3.038205286,3.39048614,9.230691359,11.49539627,40,40,[2.49161582]
3.038205286,3.350127139,9.230691359,11.22335185,40,40,[2.46848068]
3.038205286,4.733739562,9.230691359,22.40829024,40,40,[3.34040142]
3.038205286,3.678198178,9.230691359,13.52914183,40,40,[2.66083838]
3.038205286,3.333298462,9.230691359,11.11087864,40,40,[2.4588801]
3.038205286,3.31540564,9.230691359,10.99191456,40,40,[2.44870269]
3.038205286,3.523350009,9.230691359,12.41399528,40,40,[2.56884748]
3.038205286,3.018642975,9.230691359,9.112205412,40,40,[2.28486239]
3.038205286,4.731176553,9.230691359,22.38403158,40,40,[3.33864369]
3.038205286,3.366502453,9.230691359,11.33333877,40,40,[2.47784884]
3.038205286,4.773402188,9.230691359,22.78536845,40,40,[3.36766816]
3.038205286,4.466117099,9.230691359,19.94620194,40,40,[3.15966273]
3.038205286,3.660487122,9.230691359,13.39916597,40,40,[2.65021194]
3.038205286,2.855944514,9.230691359,8.156419069,40,40,[2.19974792]
3.038205286,4.965549886,9.230691359,24.65668567,40,40,[3.50151051]
3.038205286,3.581537813,9.230691359,12.82741311,40,40,[2.60317086]
3.038205286,3.545146395,9.230691359,12.56806296,40,40,[2.58166947]
3.038205286,2.812468639,9.230691359,7.909979843,40,40,[2.17771541]
3.038205286,4.361855601,9.230691359,19.02578429,40,40,[3.09078561]
3.038205286,2.884500693,9.230691359,8.320344248,40,40,[2.21439544]
3.038205286,4.862083548,9.230691359,23.63985643,40,40,[3.42908107]
3.038205286,3.090760056,9.230691359,9.552797726,40,40,[2.32375266]
3.038205286,2.993782469,9.230691359,8.962733474,40,40,[2.27161079]
3.038205286,3.960986899,9.230691359,15.68941721,40,40,[2.83406596]
3.038205286,2.760615247,9.230691359,7.620996543,40,40,[2.15189545]
3.038205286,4.17702865,9.230691359,17.44756835,40,40,[2.9708162]
3.038205286,2.61087883,9.230691359,6.816688265,40,40,[2.08069873]
3.038205286,3.981339757,9.230691359,15.85106626,40,40,[2.84678758]
3.038205286,2.742373983,9.230691359,7.520615065,40,40,[2.1429407]
3.038205286,3.501751402,9.230691359,12.26226288,40,40,[2.55618353]
3.038205286,4.136796991,9.230691359,17.11308935,40,40,[2.94506499]
3.038205286,3.23293592,9.230691359,10.45187467,40,40,[2.4022073]
3.038205286,4.600718441,9.230691359,21.16661018,40,40,[3.24985792]
3.038205286,4.751140414,9.230691359,22.57333523,40,40,[3.3523487]
