coeffIAT_sq,coeffST_sq,lam_kurt,mu_kurt,Response time
16,1.21,54.475657905865425,10.495219750869513,20.6069208264192
16,1.21,86.07468909402058,10.22431617272969,17.3526779566213
16,1.21,109.90542953543111,9.691844241233253,15.4340875180218
16,1.21,330.4580332956527,12.609795971008326,7.22476857822427
16,1.21,178.90894780138407,10.332648169651058,11.4384873336924
16,1.21,103.52521245738481,20.021410797531807,15.8953039516243
16,1.21,64.27943204291627,13.879018705262016,19.4839810179196
16,1.21,108.13637912478706,13.576223592943585,15.5533576764923
16,1.21,476.53104692692926,24.355094608204045,5.67189067323230
16,1.21,57.27353539022729,10.492758467003405,20.2743024450277
16,1.21,62.82382369812768,9.602453585726947,19.6450858432431
16,1.21,435.8852738359268,10.05043167655216,6.00254439096321
16,1.21,191.87359148573876,17.11803873576051,10.8558571644494
16,1.21,156.27854603646253,12.534190747135817,12.5310933446462
16,1.21,172.68011495767692,19.47454622609177,11.6952641132469
16,1.21,12017.89859810583,14.966795978538222,2.93052466274887
16,1.21,66.67188759923887,9.578309143894142,19.2299548249125
16,1.21,49.48196749198035,11.10908719430477,21.2289400662997
16,1.21,1082.6813557989701,13.285234352327016,4.03643786005549
16,1.21,114.5142042477298,10.157297551517527,15.0996791722852
16,1.21,926.8389091116996,21.7114592764207,4.23047690246882
16,1.21,181.62657677629343,13.332355326427052,11.3039066277185
16,1.21,57.41475892130829,9.949581094690524,20.2579514224438
16,1.21,169.90776742496703,13.366258931771434,11.8429143967361
16,1.21,109.93709476988973,21.395705040957747,15.4100052897670
16,1.21,169.5849687702082,21.427365505414013,11.8389423098133
16,1.21,73.51384712566589,10.304764436813464,18.5288073088581
16,1.21,61.44169078214024,9.657053505748806,19.7982758792198
16,1.21,76.73902037699057,10.653197309892148,18.2135166483096
16,1.21,409.51045196809855,13.510949685935405,6.23530764624129
16,1.21,81.56108914982147,11.38032938460444,17.7584076239317
16,1.21,73.63386681448604,12.181728420680415,18.5149083897717
16,1.21,11723.068126702838,12.466957938448303,2.93451893000932
16,1.21,332.3587092051735,13.73389597168648,7.19180628380637
16,1.21,65.30683947553537,10.690400529429711,19.3744208172239
16,1.21,96.69194589750587,13.100941760844513,16.4454463418615
16,1.21,54.78173034503559,15.706695285288227,20.5696246323076
16,1.21,50.12129236643807,10.043308426429148,21.1471449010684
16,1.21,88.60479611546546,9.945851665010606,17.1316081681055
16,1.21,51.31683436407203,180.57620224092938,20.9957138850110
16,1.21,318.6324156195578,13.178131290002288,7.41737408962477
16,1.21,66.06384131134216,11.342058310422027,19.2930473866424
16,1.21,163.62996110109535,29.327626458620173,12.1212084289516
16,1.21,110.54713712673612,10.788115111091281,15.3827573394172
16,1.21,657.9848300935902,9.568563083909671,4.83059821702654
16,1.21,2359.8475650702976,21.00298329815586,3.41603607442160
16,1.21,173.64192401622512,11.720167957048195,11.6728433569364
16,1.21,85.35554239804733,11.636667630007567,17.4138556603152
16,1.21,113.7911115475286,14.270804598625592,15.1394043277542
16,1.21,178.4319558426298,9.83053717601298,11.4629446455953
16,1.21,64.48261123114877,11.146968744127827,19.4629985802079
16,1.21,56.27571916314496,11.53728783012941,20.3915163205316
16,1.21,2673.827828273507,10.505263150467966,3.35414624596950
16,1.21,984.22878746716,12.511780906207928,4.15385227436259
16,1.21,117.51050390862746,9.665972376147904,14.8918809861758
16,1.21,61.58674553943659,10.508563552090997,19.7815983389677
16,1.21,416.0513187521954,10.897180812380581,6.17824028155463
16,1.21,657.1356408912686,9.526325255947096,4.83342105415044
16,1.21,194.54956718561849,11.498607183049744,10.7661572747716
16,1.21,248.56648472210588,10.592843037742776,8.95844931555004
16,1.21,139.6703576547867,44.07174829382269,13.4237070911809
16,1.21,66.64570859119159,9.822512225291302,19.2324561348655
16,1.21,218.30700633941746,9.366432859184505,9.89568760495952
16,1.21,72.54439281247673,23.08328544412079,18.6195378689206
16,1.21,197.96242568033185,9.79699764902445,10.6393614977566
16,1.21,560.4768711512696,11.130753396242419,5.21002022167888
16,1.21,140.99837387972994,11.34351251122391,13.3856031313615
16,1.21,221.8124817243798,10.88833875624657,9.76884614071814
16,1.21,3087.3119251217863,24.375017065775957,3.28822236765257
16,1.21,62.88318118069745,17.83070232997272,19.6360573579420
16,1.21,103.64103334133405,17.994026655475768,15.8881915356938
16,1.21,319.9621406767357,19.180650621717678,7.38093060991916
16,1.21,185.67080932387952,9.35922110000707,11.1475044568329
16,1.21,151.408054064624,9.931136977280644,12.8040957105399
16,1.21,202.85301366728967,9.467245403383133,10.4522050882408
16,1.21,121.65653639632215,9.585413421453282,14.6091771377958
16,1.21,70.43487088071304,11.463090098566266,18.8371569790331
16,1.21,116.56902504228022,10.510460168473376,14.9536172574921
16,1.21,323.2260945125824,11.689406149237472,7.34470680730267
16,1.21,48.398292221081526,9.358706525583383,21.3691524507593
16,1.21,116.24454150141878,13.15198684295732,14.9681721321114
16,1.21,82.08097767973908,10.17959902662791,17.7127428142200
16,1.21,53.60616296922261,10.71854764388605,20.7125025823365
16,1.21,130.85351316147995,12.076794617031087,13.9997530520395
16,1.21,104.17020223590139,17.225513154580124,15.8482177517678
16,1.21,243.39488776862012,10.70381742153821,9.10318499406297
16,1.21,220.58026702540047,9.655627133568846,9.81687645275486
16,1.21,74.13194537372988,9.549004319805164,18.4690002440718
16,1.21,73.74976343597856,11.754576285527943,18.5038100645144
16,1.21,313.1950059855807,9.561391745420085,7.52499776072219
16,1.21,69.22216272307622,9.603682728966024,18.9635459241585
16,1.21,186.40952168859326,14.030337013606761,11.0938077135024
16,1.21,210.47867138541525,10.936023814587227,10.1613259331112
16,1.21,106.48598166647156,10.898738137133147,15.6836715057772
16,1.21,53.01394261509007,9.527440042176703,20.7851771042429
16,1.21,58.01804507377275,11.439652765608058,20.1873371815580
16,1.21,188.29304579224262,13.261008233784683,11.0166592062334
16,1.21,77.33483846830501,11.221659718210908,18.1555715257954
16,1.21,106.01483186777963,12.771401973646444,15.7143451922373
16,1.21,52.639085697373986,11.611230953978822,20.8312137729988
16,1.21,56.0552129350845,9.618343900166936,20.4180252584836
16,1.21,110.84201131738844,14.473450417570326,15.3520637568121
16,1.21,59.41505098764501,9.48673788355174,20.0272097471668
16,1.21,62.39713988623305,10.567463852202659,19.6915385065846
16,1.21,126.29134831589803,57.3709989238345,14.2566740313434
16,1.21,186.27831863319975,11.874340960197374,11.1077472486619
16,1.21,160.7137835629819,11.729999118975993,12.3041981723111
16,1.21,64.69326100049754,9.714303438294118,19.4412383899202
16,1.21,1596.718098989359,12.361413575908202,3.66809176496784
16,1.21,55.761062622059335,13.366041858372292,20.4524283821936
16,1.21,134.18499217117812,11.197123105607467,13.7955302394123
16,1.21,59.84960608905924,35.88756655392273,19.9752928979392
16,1.21,85.76010470548563,11.02443516032793,17.3788911756821
16,1.21,95.27769959577662,9.520539168507113,16.5699276300039
16,1.21,420.64148947063904,13.989296690999932,6.12874793353676
16,1.21,514.300579452735,15.193840970312422,5.44475418354521
16,1.21,110.12224909988481,12.248250356483963,15.4095162370959
16,1.21,90.39809345470695,18.504699098685492,16.9657654292657
16,1.21,314.2226684540095,12.39955118836977,7.49612265584114
16,1.21,49.57408582277618,20.7222923072869,21.2170896978065
16,1.21,96.21046828690746,11.14918739511448,16.4886246437410
16,1.21,72.02308428594024,23.203660900026264,18.6719511432626
16,1.21,55.85276290914133,9.754371915986887,20.4420238031880
16,1.21,55.25957109004591,10.097198045468694,20.5127064394263
16,1.21,984.9229624472966,9.44003931030705,4.15480204130931
16,1.21,48.43364111121551,10.039238554148364,21.3645475675427
16,1.21,163.3472545967559,9.445914129410042,12.1830988068650
16,1.21,58.809510928670825,9.448730232125234,20.0965875892033
16,1.21,67.29379064247837,10.252506083264006,19.1636549099224
16,1.21,356.31456653204475,18.49467160117648,6.83549348368235
16,1.21,84.57912572841293,9.905305111942871,17.4868081428509
16,1.21,131.78658626126662,13.464864299148964,13.9368605937662
16,1.21,52.21634490112665,12.473028023160547,20.8835447462114
16,1.21,78.64137698586774,14.99606072922252,18.0277809272467
16,1.21,65.01449606798029,11.400827813492434,19.4054254494179
16,1.21,57.78738223921031,10.078975252161886,20.2144889747992
16,1.21,1305.9749478229464,12.928187713136959,3.83973694941081
16,1.21,104.2765107212188,13.23739845802928,15.8458615615207
16,1.21,169.6340415724321,12.49089942915594,11.8593056651777
16,1.21,182.94211119117332,14.790394160743197,11.2411944375566
16,1.21,53.18277034270178,19.913143633964367,20.7640471665700
16,1.21,56.18727840238114,11.102820629121952,20.4020556433936
16,1.21,86.2168009745872,11.3575343775235,17.3377541865718
16,1.21,83.53495381145153,13.247464581383479,17.5755530240305
16,1.21,55.62967645444728,12.290967734566875,20.4681839464126
16,1.21,67.66566236881195,9.696842274261414,19.1252092900547
16,1.21,81.95009999560148,12.762584684525484,17.7208250101018
16,1.21,171.96140101179,11.972384606578773,11.7506319995611
16,1.21,217.80519207419306,10.653965059063285,9.90533935852718
16,1.21,60.51210511649968,9.57159739297784,19.9026695257580
16,1.21,56.739055895675286,10.326470125920265,20.3370570873180
16,1.21,56.62228118303914,39.03295680872856,20.3496640370100
16,1.21,81.41887976103547,9.391370487804817,17.7754996102572
16,1.21,53.90729451366284,9.946601916835958,20.6758939896448
16,1.21,66.53087633415545,10.98952114072469,19.2436304278359
16,1.21,102.67743647594926,11.198680505440372,15.9739368474898
16,1.21,59.277013019559924,18.979346455403714,20.0413005083647
16,1.21,189.07339056017292,12.193578115129064,10.9881148327746
16,1.21,384.2164590291324,15.725704114431842,6.49721825451978
16,1.21,48.42879083052229,10.686865566179446,21.3651791047965
16,1.21,88.62582120269782,10.092267829479404,17.1293814265276
16,1.21,110.13815887960939,11.915557182684621,15.4092269811080
16,1.21,104.54209206654438,10.412245388664,15.8327938510860
16,1.21,218.81351868535705,10.169021685070252,9.87356375936359
16,1.21,232.1578991231691,11.067286926006515,9.43584059684535
16,1.21,67.63636442318867,9.573027132421593,19.1284294460393
16,1.21,94.09381243274404,17.17463271937535,16.6544451584002
16,1.21,59.271446715812985,43.884133939753674,20.0412877894720
16,1.21,165.77088820676008,11.490083583455899,12.0514697843471
16,1.21,55.687575881894425,11.615694845366784,20.4613563399818
16,1.21,106.35516742029431,9.877491806002457,15.6972213447299
16,1.21,98.68218563311109,11.080257572425245,16.2890543029593
16,1.21,55.018097637497874,10.929242989278562,20.5415267295952
16,1.21,79.6501595154919,14.343226031906877,17.9330830987804
16,1.21,227.3694844488794,13.139004672749923,9.57778840674658
16,1.21,99.49067168234981,9.401344395261221,16.2302171436871
16,1.21,52.8433302898723,10.4368120331994,20.8060853178819
16,1.21,614.1161093966438,10.66771319746716,4.98343998066446
16,1.21,84.32312739924389,9.35317753812153,17.5113262706496
16,1.21,1831.3213202299255,9.955077136900655,3.56982198924612
16,1.21,144.33253584984905,10.022862231729386,13.1987508967103
16,1.21,68.70313108545145,11.099269412148294,19.0156806375149
16,1.21,59.748997482497956,10.969589259970904,19.9885169954387
16,1.21,140.7281199446135,10.942252089966507,13.4032014092090
16,1.21,232.81279847220378,15.060112759440809,9.40045057071794
16,1.21,64.75385221778556,19.61340031007696,19.4315136943799
16,1.21,55.2474955389077,45.372213436001225,20.5132553683450
16,1.21,80.89382399789343,9.773604224643972,17.8230416851733
16,1.21,175.87989871994506,11.070680499948535,11.5722702553792
16,1.21,168.10418592485476,10.714266402523487,11.9411378725773
16,1.21,115.7392796451,17.291210198004396,14.9961753817360
16,1.21,62.63574406197742,22.408717975944505,19.6629574303100
16,1.21,190.16144281498734,9.82235440316913,10.9548297781608
16,1.21,57.97593180713945,14.6193979070351,20.1917720123033
16,1.21,48.463305047935684,12.70387087022979,21.3606844434641
16,1.21,79.22626501564183,12.779592664799038,17.9742690739364
16,1.21,494.2182556506806,11.325100918569461,5.57163386863593
16,1.21,563.1891649522444,25.68888131733214,5.18341108446850
16,1.21,85.53087996547664,15.276039239527012,17.3940505454045
16,1.21,65.95877742652314,10.48244675604541,19.3048298147643
16,1.21,762.4172790478692,11.007777798143538,4.54228624678881
16,1.21,145.7527554631335,10.172381361012551,13.1170308853294
16,1.21,273.0253610198605,14.776781977148339,8.32307514343690
16,1.21,90.46695771452427,9.4839781882282,16.9728173992725
16,1.21,423.74901727172283,9.83566306599171,6.10973864429784
16,1.21,110.11011473960772,9.43770517780129,15.4202912564348
16,1.21,142.69651825220714,9.561614229880322,13.2956202692091
16,1.21,59.87605338622973,9.70804606847125,19.9745922527872
16,1.21,78.94802165934999,19.59114492956397,17.9965876767537
16,1.21,579.4034209817307,9.905663850368594,5.12611766019390
16,1.21,185.55404847745365,9.537828285754463,11.1513149223878
16,1.21,52.213917200127405,19.60784570930405,20.8837334143879
16,1.21,236.23262327411112,10.828498912717162,9.31267250523507
16,1.21,206.90437862758483,9.742143985819416,10.2984965006688
16,1.21,86.85255270330372,11.464894684023221,17.2814002799403
16,1.21,130.77339449283306,9.441993871608508,14.0165244560413
16,1.21,335.55282374962206,9.740218148990909,7.15527665615918
16,1.21,103.8197613322198,14.295746192716326,15.8791064420706
16,1.21,59.43337181433641,13.044204846454168,20.0240255132667
